SectionItemGuid	SectionID	Ordinal	Level	Type	Number	MainText	GroupMember	GroupText	Condition	BranchIf	VariableName	ScreenTemplate	Arguments	VariableScope	Required	AbsMin	AbsMax	PromptUnder	PromptOver	LegalValueTable	ExternalValidation	ConfirmChange	HideNext	HideBack	ConfirmNext	ConfirmBack	MainTextColor	HelpText	OtherText1	OtherText1Color	OtherText2	OtherText2Color	OtherText3	OtherText3Color	Action1Event	Action1Type	Action1Argument	Action1Target	Action2Event	Action2Type	Action2Argument	Action2Target	Action3Event	Action3Type	Action3Argument	Action3Target	Action4Event	Action4Type	Action4Argument	Action4Target	Action5Event	Action5Type	Action5Argument	Action5Target	Action6Event	Action6Type	Action6Argument	Action6Target	Comment	OnBranch	OnChange	OnLoad	OnUnload	CustomValidation	CustomValidationFailMessage	Visible
c97e347c-c745-48d8-b909-a9ca6de615a9	8	3	1	Question	3	Signo de Brudzinski	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroBrudzinski	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
1f0897b9-87ce-4754-9ce9-6c08964bbbd6	8	4	1	Question	4	Rigidez de cuello	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroCuelloRigido	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
c3255419-8683-44e5-8c7d-06530d06a027	8	5	1	Checkpoint	5	Menor de 1 año	NULL	NULL	@edadAnios < 1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
edbb7241-223a-4f80-af99-f9e04808daa9	8	6	2	Question	5.1	Fontanela abombada	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroFontanelaAbombada	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
d928adb0-dc98-4ea4-b780-a4e7374fe77c	8	7	2	Question	5.2	Llanto inconsolable	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroLllantoInconsolable	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
ca51903a-eb69-4515-9d89-73cb626e46dd	8	8	2	Question	5.3	Decaimiento	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroDecaimiento	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
412d914f-4cba-464b-afb3-aa5a2663c194	8	9	2	Question	5.4	Disminución de la succión	1	Indique si el paciente ha presentado alguno de los siguientes signos o sintomas:	NULL	NULL	sintomasNeuroDisminucionSuccion	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e2424570-a452-4104-8abf-67388f3d4789	8	10	1	Question	6	¿Tuvo el paciente algún grado de alteración de la conciencia?	0	NULL	NULL	NULL	gradoAlteracionConciencia24Horas	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	**quitar 24 horas	NULL	NULL	NULL	NULL	NULL	NULL	1
07f83266-75ff-4888-b752-dda52afd0612	8	11	1	Question	7	¿Tuvo el paciente alguna convulsión?	0	NULL	NULL	NULL	convulsionPerdidaConciencia	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	1	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	**quitar pérdida de la conciencia	NULL	NULL	NULL	NULL	NULL	NULL	1
58c85abe-7d33-43e9-86c9-b11b33c5b8bb	8	12	1	Checkpoint	8	Si tuvo alguna convulsión	NULL	NULL	@convulsionPerdidaConciencia = 1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
f6145d44-f1a8-406a-974d-2c9aa820584b	8	13	2	Question	8.1	¿La convulsión fue de origen febril?	0	NULL	NULL	NULL	convulsionOrigenFebril	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
9122c471-1995-4b14-9904-3a29c36fe593	8	14	1	Question	9	¿Tuvo el paciente petequias?	0	NULL	NULL	NULL	sintomasNeuroPetequias	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
57788bb2-53e7-463a-bedc-eeb013ecbf8c	8	15	1	Question	10	¿Tuvo el paciente rash purpúrico?	0	NULL	NULL	NULL	sintomasNeuroRashPurpurico	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
7cbff357-19e2-4e2c-bf58-c58a2e90baf9	8	16	1	Question	11	¿El paciente luce tóxico?	0	NULL	NULL	NULL	sintomasNeuroLuceToxico	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
07764944-690a-4cc4-ac28-477b5ada936b	8	17	1	Question	12	¿Hay algún indicio de algún otro signo meníngeo?	0	NULL	NULL	NULL	otroSignoMeningeo	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONS	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Onchange	CallExternal	NULL	Action.H2.EV_CriteriaNeuro	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
abf8cfb6-8af4-430e-b756-61c2c141e804	9	1	1	Info	1	Debe consultar con el médico para asegurar que no haya otra causa obvia de la fiebre.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
5bb450d7-2598-4cc4-92d5-f743de430b1c	9	2	1	Question	2	¿Tiene el paciente uno de los siguientes diagnósticos?	0	NULL	NULL	NULL	fiebreDiagnostico	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	fiebreDiagnostico	NULL	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OnUnload	CallExternal	NULL	Action.H2.EV_sospechosoFebril	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
8f4706b3-34a3-4d9a-89cc-c11bc41e7466	10	1	1	Info	1	¡Después de este punto no se pueden modificar los datos de los criterios de inclusión!	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
ae2bf8f2-d05e-4e31-a7d1-af12e4a21275	10	2	1	Checkpoint	2	Diarrea solamente	NULL	NULL	@elegibleDiarrea = 1 AND @elegibleRespira = 2 AND @elegibleNeuro = 2 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
cb701896-c455-4f31-a88c-00fecde38f29	10	3	2	Info	2.1	El paciente es elegible para el estudio de Diarrea.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e014bfa7-6d08-4e89-bd81-c745fddd39bc	10	4	1	Checkpoint	3	Respiratoria solamente	NULL	NULL	@elegibleDiarrea = 2 AND @elegibleRespira = 1 AND @elegibleNeuro = 2 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4d4c7899-065d-4db3-ae9f-630c881215ee	10	5	2	Info	3.1	El paciente es elegible para el estudio de Respiratoria.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
2e00bb45-8f10-48f4-9edd-86ff32eba858	10	6	1	Checkpoint	4	Neurológica solamente	NULL	NULL	@elegibleDiarrea = 2 AND @elegibleRespira = 2 AND @elegibleNeuro = 1 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
c6b919af-d29d-4952-bce6-5afe28da13c4	10	7	2	Info	4.1	El paciente es elegible para el estudio de Neurológicas.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e57e6680-f7d7-4176-a0b4-7e2732f57776	10	8	1	Checkpoint	5	Febril solamente	NULL	NULL	@elegibleDiarrea = 2 AND @elegibleRespira = 2 AND @elegibleNeuro = 2 AND @elegibleFebril = 1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
1203812a-fd8f-4eba-a14b-e48463c205d0	10	9	2	Info	5.1	El paciente es elegible para el estudio de Febril.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
eeceb80a-61fe-4031-bfaa-d5b70f8e5fe4	10	10	1	Checkpoint	6	Diarrea y Respiratoria	NULL	NULL	@elegibleDiarrea = 1 AND @elegibleRespira = 1 AND @elegibleNeuro = 2 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
f1af1ffd-087e-4ab3-ba0f-fa8bac466fe7	10	11	2	Info	6.1	El paciente es elegible para los estudios de Diarrea y Respiratoria.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4c29a022-ef1a-437b-9a22-da3fd38b4854	10	12	1	Checkpoint	7	Diarrea y Neurológica	NULL	NULL	@elegibleDiarrea = 1 AND @elegibleRespira = 2 AND @elegibleNeuro = 1 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
c208f58e-a247-42b0-9dee-dd194d8cd6f9	10	13	2	Info	7.1	El paciente es elegible para los estudios de Diarrea y Neurológica.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
e6cbafdb-43ba-4bc7-af7e-de5f65ce0b35	10	14	1	Checkpoint	8	Respiratoria y Neurológica	NULL	NULL	@elegibleDiarrea = 2 AND @elegibleRespira = 1 AND @elegibleNeuro = 1 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
cadecee8-d57c-46ca-85d6-fa080be88a0c	10	15	2	Info	8.1	El paciente es elegible para los estudios de Respiratoria y Neurológica.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
94862acc-500e-4352-b222-9d3d31e175c3	10	16	1	Checkpoint	9	Diarrea y Respiratoria y Neurológica	NULL	NULL	@elegibleDiarrea = 1 AND @elegibleRespira = 1 AND @elegibleNeuro = 1 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
328573ee-3086-4a85-8626-7a27eb106190	10	17	2	Info	9.1	El paciente es elegible para los estudios de Diarrea, Respiratoria y Neurológica.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
4c963605-1f14-40e0-822a-fe6690d62063	10	18	1	Checkpoint	10	Si el paciente NO es elegible para Diarrea ni Respiratoria ni Neurológicas ni Febriles	NULL	NULL	@elegibleDiarrea = 2 AND @elegibleRespira = 2 AND @elegibleNeuro = 2 AND @elegibleFebril = 2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
9bdfcd51-ef30-45a4-b8df-59bcd2efb70c	10	19	2	Info	10.1	El paciente NO cumple con los criterios de inclusión.    Agradezca a la persona por el tiempo y la información que compartió con nosotros.    Hágale saber que afortunadamente no tiene el tipo de enfermedad que estamos estudiando.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
228e44d1-9e19-4e1a-8711-2f987e3097a6	10	20	1	Checkpoint	11	Si el paciente es elegible para al menos uno de los estudios	NULL	NULL	@elegibleDiarrea = 1 OR @elegibleRespira = 1 OR @elegibleFebril = 1 OR @elegibleNeuro = 1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
af4fcedd-c78c-4ff6-8b44-12e04bba8e8b	10	21	2	Info	11.1	El paciente CUMPLE con los criterios de inclusión.   En este momento debe proporcionarle al paciente el Consentimiento (y si aplica, Asentimiento) escrito para que lo lean y lo firmen si están de acuerdo.	NULL	NULL	NULL	NULL	NULL	Info	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
1d46e4f1-3fae-41c0-ab42-f035c4176e77	10	22	2	Question	11.2	Anote si el paciente o su padre/tutor dio su consentimiento escrito	0	NULL	NULL	NULL	consentimientoEscrito	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINO	NULL	1	0	0	0	0	NULL	Debe indicar si el paciente o persona responsable de éste dio el CONSENTIMIENTO para ser incluido en el estudio.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
3af56594-9c89-4985-b66b-31c19ad09f76	10	23	2	Checkpoint	11.3	Si el paciente tiene entre 7 y 17 años	NULL	NULL	@edadAnios >= 7 AND @edadAnios <= 17	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
00b73e13-1ede-4a09-b848-d29470185f20	10	24	3	Question	11.3.1	Anote si el paciente dio su asentimiento escrito	0	NULL	NULL	NULL	asentimientoEscrito	RadioButtons	NULL	2	1	NULL	NULL	NULL	NULL	LV_SINONA	NULL	1	0	0	0	0	NULL	Debe indicar si el paciente dio su ASENTIMIENTO para ser incluido en el estudio.	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
