SectionItemGuid	questionnaire_set_name	questionnaire_name	section_name	Number	MainText	HelpText	ChangeType	Comments	VariableName	SectionID	Ordinal	Level	Visible	Type
b7e98ea4-079f-4a26-b809-30ad1bbe11f9	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.4	Anote de la ficha o carnet si el paciente ha recibido la vacuna para sarampión, paperas y rubela (SPR).	NULL			vacunaSarampionPaperasRubella	20	38	3	1	Question
bc1478b2-7bd2-4688-b33b-35ad89c8da05	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.5	Anote de la ficha o carnet si el paciente ha recibido la vacuna contra rotavirus.	NULL			vacunaRotavirusRecibido	20	39	3	1	Question
99a4b978-40a7-486a-9aac-898824009e5e	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.6	Si ha recibido vacuna contra rotavirus:	NULL			NULL	20	40	3	1	Checkpoint
2c01b056-b02c-4a7a-89e1-2b035fb4cfe9	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.6.1	¿Cuántas dosis de la vacuna contra rotavirus ha recibido?	NULL			vacunaRotavirusDosis	20	41	4	1	Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.6.2	Anote de la ficha o carnet si la vacuna contra Rotavirus que recibio fue Rotarix	NULL	ADDITION		vacunaRotavirusRotarix	20	42			Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.6.3	Anote de la ficha o carnet si la vacuna contra Rotavirus que recibio fue Rotateq	NULL	ADDITION		vacunaRotavirusRotateq	20	43			Question
fa14c54c-fc6c-480d-9e55-50db6d318176	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	}	Anote de la ficha o carnet si el paciente ha recibido la vacuna contra neumococo (Prevenar)	NULL			vacunaNeumococoPrevenar	20	44	3	1	Question
da840411-0ec4-481a-ab89-ea0db08f6f6f	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.8	Anote de la ficha o carnet si el paciente ha recibido la vacuna contra neumococo (Synflorix)	NULL			vacunaNeumococoSynflorix	20	45	3	1	Question
14bf8607-b6d5-4054-b055-49970fb5bb87	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.9	Si recibió la vacuna contra neumococo	NULL			NULL	20	46	3	1	Checkpoint
444050d7-c238-4730-b10f-9cb5bea0c701	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.9.1	¿Cuantas dosis de la vacuna para neumococo recibió?	NULL			vacunaNeumococoDosis	20	47	4	1	Question
84d82f15-8b80-4fce-beaf-9defdbc141a0	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.9.2	¿Cuando recibió la primera dosis?	NULL			vacunaNeumococoPrimeraDosis	20	48	4	1	Question
e5cde10a-7d1e-4bc3-843f-bf1163a06f28	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	1.3.9.3	¿Cuando recibió la última dosis?	NULL			vacunaNeumococoUltimaDosis	20	49	4	1	Question
556235cc-8bd1-49f1-9af5-db9f746b260a	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2	Si elegible para Diarrea, Respiratorias o Febriles	NULL			NULL	20	50	1	1	Checkpoint
5fd12e2c-2266-4cac-9dc1-dd8c8908f89d	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.1	¿El paciente ha recibido la vacuna para influenza estacional en los ultimos 6 meses?	NULL			vacunaInfluenzaSeisMeses	20	51	2	1	Question
3f6914f2-634d-44b9-a62f-7720a9232f7b	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.2	Asma	NULL			enfermedadesCronicasAsma	20	52	2	1	Question
a6504427-fd5d-4625-9865-d936d71a9e71	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.3	Diabetes	NULL			enfermedadesCronicasDiabetes	20	53	2	1	Question
17e608e2-d1f4-4e52-84bc-dcc5a63cf425	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.4	Cáncer	NULL			enfermedadesCronicasCancer	20	54	2	1	Question
80976c97-df97-4275-984a-2a8c44d83668	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.5	Enfermedad del corazón (ej., ataque, infarto o fallo)	NULL			enfermedadesCronicasEnfermCorazon	20	55	2	1	Question
aabe04c1-d089-4cd7-89c4-dbe65bc93c84	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.6	Enfermedad del hígado (ej., cirrosis, hepatitis crónica)	NULL			enfermedadesCronicasEnfermHigado	20	56	2	1	Question
d7acc947-6a14-4169-b012-01783ecd8f30	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.7	Enfermedad del riñón (ej., insuficiencia o fallo renal)	NULL			enfermedadesCronicasEnfermRinion	20	57	2	1	Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.8	Pregunte: “¿Algún médico le ha dicho si tiene o padece de infección por VIH/SIDA?"		addition	I do not see instructions for this section. Are they similar to the new questions?	vih	20	58	2	1	Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.9	Pregunte: “¿Algún médico le ha dicho si tiene o padece de Inmunodeficiencia?"		addition	I do not see instructions for this section. Are they similar to the new questions?	inmunodef	20	59	2	1	Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.10.	Pregunte:  “¿Ha tomado algún tratamiento de esteroides por más de 7 días (esteroides son: metilprednisolona, prednisolona, prednisona)?		addition		esteroidesUso	20				Question
ca27db26-0d30-44a0-b484-fdc264eaf0bf	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.11	Si el paciente es mayor o igual a 18 años de edad	NULL		Should have been 2.10?	NULL	20	60	2	1	Checkpoint
28e03753-94cb-4c42-967c-d62a8fa0f2cb	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.11.1	Enfermedad de los pulmones (ej. EPOC, enfisema, enfermedad crónica y obstructiva de los pulmones)	NULL	move	Only asked if patient > 18 years	enfermedadesCronicasEnfermPulmones	20	61	2	1	Question
7894dfc0-747f-4a38-8ede-4bace42102ae	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.11.2	Hipertensión	NULL			enfermedadesCronicasHipertension	20	62	3	1	Question
7df5a835-5c32-41cf-815a-1a1d395c9f19	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.13	Otras enfermedades crónicas	NULL			enfermedadesCronicasOtras	20	63	2	1	Question
cad66797-1a0f-4568-8afe-89cb9cd6e158	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.14	Si una de las respuestas es SI	NULL			NULL	20	64	2	1	Checkpoint
7ff1b75b-5c61-4323-ba60-37947c6369a2	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.14.1	Proporcione información adicional sobre la enfermedad crónica del paciente	NULL			enfermedadesCronicasInfoAdicional	20	65	3	1	Question
566d2717-8207-4848-9e68-e3a7c33994d6	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.15	Si el paciente es menor de 2 años de edad	NULL			NULL	20	66	2	1	Checkpoint
5b660701-1fdf-4eeb-83d7-fff390a45a5d	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.15.1	Pregunte al padre/tutor: "¿Su bebé fue prematuro (nació antes de tiempo)?"	NULL			enfermedadesCronicasNacimientoPrematuro	20	67	3	1	Question
	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.15.2	Pregunte al padre/tutor: "¿El bebé recibió lactancia materna exclusiva durante los primeros 6 meses de vida?"	NULL	addition	This is a very well known risk factor for gastrointestinal and respiratory disease (hmaldonado)	lactanciaMaternaExclusiva	20	68	3	1	Question
57197664-e00e-40a2-a14e-8c97d9a07b7e	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.16	Si el paciente es una mujer con 11 años o mayor	NULL			NULL	20	69	2	1	Checkpoint
917cead0-f7aa-4909-889b-0c7d894f8b47	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.16.1	¿Está usted embarazada?	NULL			embarazada	20	70	3	1	Question
c392d6e2-1059-47a3-b4ba-b38ebf41515c	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.16.2	Si está embarazada	NULL			NULL	20	71	3	1	Checkpoint
a0c6a351-2ce8-4500-93b0-0e8bd0209fa8	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	2.16.2.1	¿Cuántos meses tiene usted de embarazo?	NULL			embarazadaMeses	20	72	4	1	Question
64e72dfe-9b03-4053-bf4c-bb0e1755769d	Hospital	H3 Informe del Caso	A - Enfermedades Crónicas y Vacunas	NULL		NULL			enfermedadesCronicasAlguna	20	0	1	1	Variable
d963c116-4dd1-4a40-b743-f82c73d94105	Hospital	H3 Informe del Caso	F - Factores de Riesgo	1	Diga al paciente: "Quisiera hacerle unas preguntas sobre cosas a las que pudo haber estado expuesto/a."	NULL			NULL	21	1	1	1	Info
88e30432-a9b6-4fac-83aa-05e71d74c4ce	Hospital	H3 Informe del Caso	F - Factores de Riesgo	2	En el mes antes de que se enfermó ¿Durmió fuera de su casa alguna noche?	NULL			pacienteNocheFueraCasa	21	2	1	1	Question
64995bca-28ad-4096-aa6d-a6a54b3b5abf	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3	Si ha pasado más de 1 noche fuera de su casa	NULL			NULL	21	3	1	1	Checkpoint
cf66d9de-698b-4ad8-a060-143eb4aa9b2d	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3.1	En el mes antes de que se enfermó. ¿Nos pude decir dónde estuvo? Seleccione la respuesta adecuada.	NULL			pacienteVisitoOtroLugar	21	4	2	1	Question
3aff0bc1-1945-4ebe-8308-07221d1ded1d	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3.2	Si sabe dónde estuvo	NULL			NULL	21	5	2	1	Checkpoint
bfe26aff-d0d7-4116-a1f7-81b68de1ccb5	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3.2.1	Estuvo en otro pais	NULL			NULL	21	6	3	1	Checkpoint
95c5f8fa-fb7d-443a-bd4c-f2855c2219b1	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3.2.1.1	¿Cuál pais visitó?	NULL			pacienteVisitoOtroPais	21	7	4	1	Question
32b48089-454a-4dd8-ba3e-fa6df50de09e	Hospital	H3 Informe del Caso	F - Factores de Riesgo	3.3	¿Hace cuántos días regresó de su viaje? (Ingrese "99" si no sabe)	NULL			pacienteVisitoRegresoDias	21	8	2	1	Question
3ae8adae-88d3-4e58-bc29-22eb164b513f	Hospital	H3 Informe del Caso	F - Factores de Riesgo	4	En el mes antes de que se enfermó ¿Lo mordió algún animal?	NULL			pacienteMordioAnimal	21	9	1	1	Question
33df0f6a-a727-416a-abb9-b81c82ad2d88	Hospital	H3 Informe del Caso	F - Factores de Riesgo	5	Si lo mordio algun animal	NULL			NULL	21	10	1	1	Checkpoint
fdd9ced8-ff3d-492f-b5f2-9de4e9af787f	Hospital	H3 Informe del Caso	F - Factores de Riesgo	5.1	En el mes antes de que se enfermó. ¿Qué animal le mordió?	NULL			pacienteMordioAnimalQue	21	11	2	1	Question
b770e87b-3cf1-4c0b-8d72-31bd1f332d77	Hospital	H3 Informe del Caso	F - Factores de Riesgo	6	En el mes antes de que se enfermó ¿Lo picó alguna garrapata?	NULL			pacientePicoGarrapata	21	12	1	1	Question
af241e49-409d-443f-b7c4-bb4af6ee3daf	Hospital	H3 Informe del Caso	F - Factores de Riesgo	7	Si el paciente es menor de 18 años	NULL			NULL	21	13	1	1	Checkpoint
7d1b6abf-6010-4022-af8b-c1e8ee1c2bea	Hospital	H3 Informe del Caso	F - Factores de Riesgo	7.1	Pregunte al padre/tutor: "¿Cuál fue el último grado escolar que Ud. completó?"	NULL			parentescoGradoEscolarCompleto	21	14	2	1	Question
1905e912-29ed-4d9b-9708-31cf25dbd5d6	Hospital	H3 Informe del Caso	F - Factores de Riesgo	8	Si el paciente es mayor o igual a 18 años	NULL			NULL	21	15	1	1	Checkpoint
79c71ad1-da2f-40d0-98fa-660b2fb1b010	Hospital	H3 Informe del Caso	F - Factores de Riesgo	8.1	¿Cuál fue el último grado escolar que Ud. completó?	NULL			patienteGradoEscolarCompleto	21	16	2	1	Question
b1bf002d-045f-4832-8e31-99234cb92d45	Hospital	H3 Informe del Caso	F - Factores de Riesgo	9	Inscrito en neumonia	NULL			NULL	21	17	1	1	Checkpoint
276c8a87-ab41-44fe-abc2-78b39b96828d	Hospital	H3 Informe del Caso	F - Factores de Riesgo	9.1	Mayores de 15 años	NULL			NULL	21	18	2	1	Checkpoint
92dc756a-63cf-4e47-9697-05b63feb245d	Hospital	H3 Informe del Caso	F - Factores de Riesgo	9.1.1	¿Usted fuma?	NULL			pacienteFuma	21	19	3	1	Question
5c1319a1-7edc-4e35-b65c-23978473d6e8	Hospital	H3 Informe del Caso	F - Factores de Riesgo	9.2	¿Aparte de usted (el paciente), alguien en su casa fuma?	NULL			casaAlguienFuma	21	20	2	1	Question
a72a822f-8836-45b2-9ce9-39fbbe65c455	Hospital	H3 Informe del Caso	F - Factores de Riesgo	10	Si tiene menos de 1 año	NULL			NULL	21	21	1	1	Checkpoint
4f375117-7d17-4d03-9e63-4999803d8f60	Hospital	H3 Informe del Caso	F - Factores de Riesgo	10.1	Pregunte al padre/tutor: "¿Al niño le dieron pecho durante los primeros dos años de vida?"	NULL			pacientePecho2Anios	21	22	2	1	Question
1518641b-eec2-4879-84cf-7e09ace3adde	Hospital	H3 Informe del Caso	F - Factores de Riesgo	11	Diga al paciente: "Gracias por su información. Ahora quisiera hacerle algunas preguntas sobre varias condiciones en su hogar. Estas son preguntas que hacemos a cada participante. Vamos a empezar con preguntas de su casa."	NULL			NULL	21	23	1	1	Info
eacd63a4-3f90-47a6-9cba-36ceed1616c8	Hospital	H3 Informe del Caso	F - Factores de Riesgo	12	En su casa, ¿Cuántos cuartos hay para dormir?	NULL			casaCuantosDormitorios	21	24	1	1	Question
6e48836a-a531-4359-9fd9-18e70bef37f3	Hospital	H3 Informe del Caso	F - Factores de Riesgo	13	¿Cuántas personas viven en su casa?	NULL			casaCuantasPersonasViven	21	25	1	1	Question
afb9fdce-7c77-4216-ba75-c91525dd8cff	Hospital	H3 Informe del Caso	F - Factores de Riesgo	14	¿En su casa, de dónde sacan el agua para beber? No lea las opciones; marque todas las que apliquen.	NULL				21	26	1	1	Question
			F - Factores de Riesgo	 	¿Usa esta fuente de agua todo el año o solo por parte del año?		modification	Opciones: Todo El Año , Parte Del Año, No Sabe 	UsoFuenteAgua					
			F - Factores de Riesgo	 	¿Usted trata el agua de alguna manera para hacerla  más segura para beber?			Opciones: Si , No , No sabe	Tx Agua					
			F - Factores de Riesgo	 	¿Generalmente qué le hace al agua para hacerla más segura para beber?			Opciones: Hierven, Cloran, Filtro De Tela,Usa Filtro (Cerámica / Arena / Otros Filtros),Purifican ConLuz Solar,La Dejan Reposar 	ComoTrataAgua					
			F - Factores de Riesgo	 	¿Qué tipo de facilidad de inodoro o letrina tienen en su casa, si hay, que usan más frecuentemente los miembros de su familia?		modification/addition	Opciones: Inodoro con jalador de agua/donde se hecha el agua o letrina, letrina de hoyo mejorada con ventilación, hoyo de letrina con losa, pozo ciego/hoyo de letrina sin losa/abierto, compostaje/inodoro seco o letrina seca, inodoro o letrina colgante, servicio o letrina de cubeta (donde las heces son removidas manualmente), no hay facilidades/arbustos/bolsa plástica, otro, no sabe, se negó a responder	TipoSanitario					
					Si el tipo de facilidad es OTRO, especificar:		addition	Texto abierto						
					Si usan “inodoro con jalador de agua/o donde se hecha el agua/letrina”		addition							
					Cuando se hecha agua en el inodoro o letrina, ¿a dónde va a parar el agua?		addition	Opciones: A un sistema de desagüe con tubería, a un tanque/fosa séptica, a un hoyo de letrina, a cualquier otro lugar, no sabe						
					Si usan “servicio o letrina de cubeta” o “no hay facilidades/arbusto/bolsa”		addition							
					¿A dónde se van las heces cuando son desechadas? (marque todos los que apliquen)		addition	Opciones: En el drenaje o una zanja, se tiran a la basura, se entierran, se dejan al descubierto en el patio, se dejan al descubierto lejos de la casa, otro, no sabe, se negó a responder						
					Si heces van a “otro”, especificar a dónde van las heces cuando son desechadas:		addition	Texto abierto						
					Si contestó algo aparte de “no sabe” o “se negó a responder” a la pregunta “¿Qué tipo de facilidad de inodoro o letrina tienen en su casa, si hay, que usen más frecuentemente los miembros de su familia?”:		addition							
					¿En dónde está localizado el inodoro/letrina/baño o el sitio donde se va para defecar (hacer popó)?		addition	Opciones: adentro o junto a la vivienda, en cualquier lugar del lote, afuera del lote, no sabe, se negó a responder						
					¿Comparte usted el inodoro/letrina o sitio para defecar con otras viviendas?		addition	Opciones: si, no, no sabe, se negó a responder						
					Si comparte el inodoro/letrina con otras viviendas, ¿Cuántas otras viviendas comparten el inodoro/letrina/sitio para defecar?		addition	campo abierto para número (valor entre 1-999) (999 puede ser no sabe)						
					¿Puede cualquier miembro del público usar este inodoro/letrina/sitio de defecación?		addition	Opciones: si, no, no sabe, se negó a responder						
					¿Alguna vez se limpia el inodoro/letrina?		addition	Opciones: si, no, no aplica (campo abierto para defecación), no sabe, se negó a responder						
					Si alguna vez se limpia el inodoro/letrina: ¿Cuándo fue la última vez que se limpió el inodoro/letrina?		addition	Opciones: hoy, ayer, hace más de un día y menos de una semana, hace 1-4 semanas, hace más de un mes, no sabe/no recuerda, se negó a responder						
					La última vez que el miembro más pequeño de su familia defecó, ¿qué se hizo para desechar las heces?		addition	Opciones: El niño usó el inodoro/letrina, se pusieron/enjuagaron en el inodoro o letrina, se pusieron adentro/enjuagaron en drenaje o zanja, no sabe, uso pañal desechable, se tiraron a la basura, se enterraron, se dejaron al descubierto en el patio, se dejaron al descubierto fuera de la propiedad, otro, se negó a responder						
					Si respondió “otro”, especificar ¿qué se hizo para desechar las heces del miembro más pequeño de la familia la última vez que defecó?		addition	texto abierto						
b2db5d57-eb53-4607-b34d-56d9fbb0bbad	Hospital	H3 Informe del Caso	F - Factores de Riesgo	15	¿De qué material está hecho el techo (la parte de arriba) de su casa?	NULL			casaMaterialTecho	21	27	1	1	Question
2814abb0-6bf4-4883-909f-1458fa5ef0f7	Hospital	H3 Informe del Caso	F - Factores de Riesgo	 	¿Qué tipo de piso tienen en su casa?	NULL			casaMaterialPiso	21	28	1	1	Question
a1bda73d-7007-4192-96f2-8617f506f3a6	Hospital	H3 Informe del Caso	F - Factores de Riesgo	 	¿Qué tipo de combustibles usa para cocinar (marque todo lo que aplica)?	NULL				21	29	1	1	Question
30c684e7-525d-4077-a410-3bb6087cb728	Hospital	H3 Informe del Caso	F - Factores de Riesgo	 	Si marco las opciones leña, residuos de la cosecha (rastrojo)  y/o carbón, continúe:	NULL			NULL	21	30	1	1	Checkpoint
a81c0ac1-6c62-48cd-b6dd-79efddbbb596	Hospital	H3 Informe del Caso	F - Factores de Riesgo	 	¿Que tipo de estufa utiliza usualmente para cocinar cuando usa leña, residuos de la cosecha o carbón?	NULL			estufa	21	31	2	1	Question
7cda3351-2d09-4c7d-bbc4-d594b30299b9	Hospital	H3 Informe del Caso	F - Factores de Riesgo	 	Si estufa es Otro:	NULL			NULL	21	32	2	1	Checkpoint
3c74f472-38e4-4069-b929-91796b9612b5	Hospital	H3 Informe del Caso	F - Factores de Riesgo		Especifique el tipo de estufa:	NULL			estufaOtro_esp	21	33	3	1	Question
b6083195-e1bf-41ba-98a8-a1822a778754	Hospital	H3 Informe del Caso	F - Factores de Riesgo	25	¿En que lugar de la casa cocina usualmente cuando usa leña, residuos de la cosecha o carbón?	NULL			dondeCocina	21	34	2	1	Question
b321ce42-91a6-43b7-b8d0-78973ff7f827	Hospital	H3 Informe del Caso	F - Factores de Riesgo	2	Si el lugar de la casa donde cocina usualmente cuando usa leña, residuos de la cosecha o carbón es OTRO	NULL			NULL	21	35	2	1	Checkpoint
81d1f248-556a-4158-b4e5-58dcdad4a4f6	Hospital	H3 Informe del Caso	F - Factores de Riesgo	18.4.1	Especifique en qué lugar de la casa cocina usualmente cuando usa leña, residuos de la cosecha o carbón	NULL			dondeCocinaOtro_esp	21	36	3	1	Question
a1ccc3e3-0597-49dc-96fd-90d5d94a0d57	Hospital	H3 Informe del Caso	F - Factores de Riesgo	18.5	¿Qué tan seguido cocinan en su casa con leña, residuos de la cosecha o carbón?	NULL			tanSeguidoCocinan	21	37	2	1	Question
1e57ea39-c8a4-4dc0-b6db-9622e21197ee	Hospital	H3 Informe del Caso	F - Factores de Riesgo	19	Energía eléctrica	NULL			casaEnergiaElectrica	21	38	1	1	Question
7f5d2fe3-cbfd-44e2-a712-37c713bb6aa8	Hospital	H3 Informe del Caso	F - Factores de Riesgo	20	Si tienen energía eléctrica	NULL			NULL	21	39	1	1	Checkpoint
47da7e26-ff55-45dc-9d08-23b252edcfe0	Hospital	H3 Informe del Caso	F - Factores de Riesgo	20.1	¿Cuántas bombillas hay en su casa al día de hoy?	NULL			casaCuantasBombillas	21	40	2	1	Question
89b9e2d4-4104-4535-a2f6-5e483a66a557	Hospital	H3 Informe del Caso	F - Factores de Riesgo	21	Refrigeradora	NULL			casaRefrigeradora	21	41	1	1	Question
b6109f13-053f-4aa4-8488-9693d9d157ad	Hospital	H3 Informe del Caso	F - Factores de Riesgo	22	Computadora	NULL			casaComputadora	21	42	1	1	Question
6946aec3-d0bb-4135-9d7e-9095b5805cbb	Hospital	H3 Informe del Caso	F - Factores de Riesgo	23	Radio	NULL			casaRadio	21	43	1	1	Question
6ac12c0b-cb10-4048-98c0-db7b0aaefab9	Hospital	H3 Informe del Caso	F - Factores de Riesgo	24	Lavadora de ropa	NULL			casaLavadora	21	44	1	1	Question
b5ecf2eb-fc7e-403a-8d29-8987abe1cf2b	Hospital	H3 Informe del Caso	F - Factores de Riesgo	25	Carro/Camión	NULL			casaCarroCamion	21	45	1	1	Question
19f620ce-d22f-484c-af75-8d032a5aebf6	Hospital	H3 Informe del Caso	F - Factores de Riesgo	26	Televisión	NULL			casaTelevision	21	46	1	1	Question
b6902b91-8e9d-4491-bf1c-2d31c4f6f3e3	Hospital	H3 Informe del Caso	F - Factores de Riesgo	27	Secadora de ropa	NULL			casaSecadora	21	47	1	1	Question
532ba108-7e53-415a-a27f-5ff5e66b9b57	Hospital	H3 Informe del Caso	F - Factores de Riesgo	28	Teléfono o celular	NULL			casaTelefono	21	48	1	1	Question
1c6116c7-6107-4eec-86ad-2e442c0c608a	Hospital	H3 Informe del Caso	F - Factores de Riesgo	29	Microondas	NULL			casaMicroondas	21	49	1	1	Question
34f32882-8a8f-492c-9e51-1534f6a68c3d	Hospital	H3 Informe del Caso	F - Factores de Riesgo	30	¿Cuáles son los ingresos mensuales de la familia?	NULL			familiaIngresosMensuales	21	50	1	1	Question
c8b38c13-d14f-46c0-b59f-d0ab8c8de459	Hospital	H3 Informe del Caso	F - Factores de Riesgo	31	Anote el grupo étnico del paciente	NULL			pacienteGrupoEtnico	21	51	1	1	Question
2451416c-b2ef-4b80-9d0a-8118fe5658fb	Hospital	H3 Informe del Caso	F - Factores de Riesgo	32	Información Adicional - Factores de riesgo	NULL			factoresRiesgoInfoAdicional	21	52	1	1	Question
e599eab1-247d-4765-90e9-306f647cb75b	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	1	El examen debe ser completado por el médico.	NULL			NULL	22	1	1	1	Info
f160059f-3cf7-445e-8643-fae868a5bbf4	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	2	¿El médico pudo completar el examen?	NULL			respiraExamenFisicoMedicoCompleto	22	2	1	1	Question
b0fe88ef-e941-4458-a89b-a81d2d85afb3	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3	Si el médico completó el examen	NULL			NULL	22	3	1	1	Checkpoint
8ec298f7-d11b-49db-8739-bd2bb0867f45	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.1	¿Qué médico completó el examen?	NULL			respiraExamenFisicoMedicoQuien	22	4	2	1	Question
e7593958-79ef-45b0-af46-e9f3d9fd7bcf	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.2	Fecha de examen físico	NULL			respiraExamenFisicoMedicoFecha	22	5	2	1	Question
0612d7bd-a723-4c2e-9d28-9b2097e7e004	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.3	Observe si hay sibilancias	NULL			respiraExamenFisicoMedicoSibilancias	22	6	2	1	Question
e49de101-70ab-425d-8177-c90f7302f5dd	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.4	Anote si hay estertores gruesos	NULL			respiraExamenFisicoMedicoEstertoresGruesos	22	7	2	1	Question
f3def069-6c28-461c-b1ba-d80217cf15e8	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.5	Anote si hay estertores finos	NULL			respiraExamenFisicoMedicoEstertoresFinos	22	8	2	1	Question
13816f22-da2f-4b5c-bb63-3716782462e6	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.6	Anote si hay roncus	NULL			respiraExamenFisicoMedicoRoncus	22	9	2	1	Question
f709a792-65c4-406d-a5b7-961b6d9047d7	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.7	Anote si el paciente tiene adenopatía	NULL			respiraExamenFisicoMedicoAdenopatia	22	10	2	1	Question
efda3dc8-9caa-42ee-85a8-3e95ca54003c	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.8	Anote si el paciente tiene un estado mental alterado	NULL			respiraExamenFisicoMedicoEstadoMental	22	11	2	1	Question
6e2f36ef-3290-4e39-b783-a17758807452	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.9	Si el niño es menor de 5 años	NULL			NULL	22	12	2	1	Checkpoint
e229f7db-af3c-451d-bcea-64b2456be086	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.9.1	Observe si el niño tiene tiraje del pecho	NULL			respiraExamenFisicoMedicoTirajePecho	22	13	3	1	Question
d680e30e-a897-439d-8d1b-d7e5fa06a4b7	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.9.2	Anote si el niño tiene estridor	NULL			respiraExamenFisicoMedicoEstridor	22	14	3	1	Question
c8401940-466f-407e-9924-e48d612dd5f3	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.1	Si el niño es menor de 2 meses	NULL			NULL	22	15	2	1	Checkpoint
89b6b6b7-31f4-4c12-831f-279bd3af6c1d	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.10.1	Observe si el niño tiene respiración ruidoso	NULL			respiraExamenFisicoMedicoRespiraRuidoso	22	16	3	1	Question
3f1f64ed-d34a-4b08-afcb-e3f9709a3468	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.10.2	Observe si el niño tiene la mollera hinchada	NULL			respiraExamenFisicoMedicoMolleraHinchada	22	17	3	1	Question
cab98c80-1ea1-4ada-92e7-849177c50eeb	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.11	Si el paciente tiene 12 años o menos	NULL			NULL	22	18	2	1	Checkpoint
692589fa-a8c1-40fe-b8c6-830f1d1ef668	Hospital	H3 Informe del Caso	H - Examen Respiratoria por Dr	3.11.1	Observe si el paciente tiene aleteo nasal	NULL			respiraExamenFisicoMedicoAleteoNasal	22	19	3	1	Question
